No.,Time,,Time 1,Time 2,Delay,Total Delay,Rata-Rata Delay,Delay 1,Delay 2,Jitter,Total Jitter,Rata - rata Jitter
5394,34.713308,,34.713308,34.713308,0,,,0,0,0,,
5395,34.713308,,34.713308,34.713308,0,,,0,0,0,,
5396,34.713308,,34.713308,34.713308,0,,,0,0,0,,
5397,34.713308,,34.713308,34.713308,0,,,-6.5E-05,6.5E-05,0.00013,,
5398,34.713308,,34.713308,34.713373,6.5E-05,,,-0.009451,0.009516,0.018967,,
5399,34.713373,,34.713373,34.722889,0.009516,,,0.009516,0,-0.009516,,
5400,34.722889,,34.722889,34.722889,0,,,0,0,0,,
5401,34.722889,,34.722889,34.722889,0,,,-7.5E-05,7.5E-05,0.00015,,
5402,34.722889,,34.722889,34.722964,7.5E-05,,,-0.002977,0.003052,0.006029,,
5403,34.722964,,34.722964,34.726016,0.003052,,,0.003052,0,-0.003052,,
5404,34.726016,,34.726016,34.726016,0,,,-6.9E-05,6.9E-05,0.000138,,
5405,34.726016,,34.726016,34.726085,6.9E-05,,,-0.001392,0.001461,0.002853,,
5406,34.726085,,34.726085,34.727546,0.001461,,,0.001461,0,-0.001461,,
5407,34.727546,,34.727546,34.727546,0,,,0,0,0,,
5408,34.727546,,34.727546,34.727546,0,,,0,0,0,,
5409,34.727546,,34.727546,34.727546,0,,,-8.4E-05,8.4E-05,0.000168,,
5410,34.727546,,34.727546,34.72763,8.4E-05,,,-0.000425,0.000509,0.000934,,
5411,34.72763,,34.72763,34.728139,0.000509,,,0.000509,0,-0.000509,,
5412,34.728139,,34.728139,34.728139,0,,,-8.5E-05,8.5E-05,0.00017,,
5413,34.728139,,34.728139,34.728224,8.5E-05,,,-0.00164,0.001725,0.003365,,
5414,34.728224,,34.728224,34.729949,0.001725,,,0.001551,0.000174,-0.001377,,
5415,34.729949,,34.729949,34.730123,0.000174,,,9.4E-05,8E-05,-1.4E-05,,
5416,34.730123,,34.730123,34.730203,8E-05,,,1.8E-05,6.2E-05,4.4E-05,,
5417,34.730203,,34.730203,34.730265,6.2E-05,,,4E-06,5.8E-05,5.4E-05,,
5418,34.730265,,34.730265,34.730323,5.8E-05,,,5E-06,5.3E-05,4.8E-05,,
5419,34.730323,,34.730323,34.730376,5.3E-05,,,-4E-06,5.7E-05,6.1E-05,,
5420,34.730376,,34.730376,34.730433,5.7E-05,,,-1E-05,6.7E-05,7.7E-05,,
5421,34.730433,,34.730433,34.7305,6.7E-05,,,6E-06,6.1E-05,5.5E-05,,
5422,34.7305,,34.7305,34.730561,6.1E-05,,,2E-06,5.9E-05,5.7E-05,,
5423,34.730561,,34.730561,34.73062,5.9E-05,,,1E-06,5.8E-05,5.7E-05,,
5424,34.73062,,34.73062,34.730678,5.8E-05,,,-4E-06,6.2E-05,6.6E-05,,
5425,34.730678,,34.730678,34.73074,6.2E-05,,,4E-06,5.8E-05,5.4E-05,,
5426,34.73074,,34.73074,34.730798,5.8E-05,,,-2E-06,6E-05,6.2E-05,,
5427,34.730798,,34.730798,34.730858,6E-05,,,-0.002846,0.002906,0.005752,,
5428,34.730858,,34.730858,34.733764,0.002906,,,0.00276,0.000146,-0.002614,,
5429,34.733764,,34.733764,34.73391,0.000146,,,9.5E-05,5.1E-05,-4.4E-05,,
5430,34.73391,,34.73391,34.733961,5.1E-05,,,1.8E-05,3.3E-05,1.5E-05,,
5431,34.733961,,34.733961,34.733994,3.3E-05,,,2E-06,3.1E-05,2.9E-05,,
5432,34.733994,,34.733994,34.734025,3.1E-05,,,1E-06,3E-05,2.9E-05,,
5433,34.734025,,34.734025,34.734055,3E-05,,,1E-06,2.9E-05,2.8E-05,,
5434,34.734055,,34.734055,34.734084,2.9E-05,,,7.10543E-15,2.9E-05,2.9E-05,,
5435,34.734084,,34.734084,34.734113,2.9E-05,,,-0.008636,0.008665,0.017301,,
5436,34.734113,,34.734113,34.742778,0.008665,,,0.008575,9E-05,-0.008485,,
5437,34.742778,,34.742778,34.742868,9E-05,,,3.7E-05,5.3E-05,1.6E-05,,
5438,34.742868,,34.742868,34.742921,5.3E-05,,,4.8E-05,5E-06,-4.3E-05,,
5439,34.742921,,34.742921,34.742926,5E-06,,,-5.9E-05,6.4E-05,0.000123,,
5440,34.742926,,34.742926,34.74299,6.4E-05,,,-2.1E-05,8.5E-05,0.000106,,
5441,34.74299,,34.74299,34.743075,8.5E-05,,,2.6E-05,5.9E-05,3.3E-05,,
5442,34.743075,,34.743075,34.743134,5.9E-05,,,-0.012859,0.012918,0.025777,,
5443,34.743134,,34.743134,34.756052,0.012918,,,0.012918,0,-0.012918,,
5444,34.756052,,34.756052,34.756052,0,,,-0.006385,0.006385,0.01277,,
5445,34.756052,,34.756052,34.762437,0.006385,,,0.00478,0.001605,-0.003175,,
5446,34.762437,,34.762437,34.764042,0.001605,,,0.001162,0.000443,-0.000719,,
5447,34.764042,,34.764042,34.764485,0.000443,,,0.000285,0.000158,-0.000127,,
5448,34.764485,,34.764485,34.764643,0.000158,,,-0.004963,0.005121,0.010084,,
5449,34.764643,,34.764643,34.769764,0.005121,,,0.005121,0,-0.005121,,
5450,34.769764,,34.769764,34.769764,0,,,-0.004191,0.004191,0.008382,,
5451,34.769764,,34.769764,34.773955,0.004191,,,0.004191,0,-0.004191,,
5452,34.773955,,34.773955,34.773955,0,,,-0.000551,0.000551,0.001102,,
5453,34.773955,,34.773955,34.774506,0.000551,,,-0.000846,0.001397,0.002243,,
5454,34.774506,,34.774506,34.775903,0.001397,,,-0.019311,0.020708,0.040019,,
5455,34.775903,,34.775903,34.796611,0.020708,,,0.020565,0.000143,-0.020422,,
5456,34.796611,,34.796611,34.796754,0.000143,,,-2E-05,0.000163,0.000183,,
5457,34.796754,,34.796754,34.796917,0.000163,,,0.000163,0,-0.000163,,
5458,34.796917,,34.796917,34.796917,0,,,-0.000289,0.000289,0.000578,,
5459,34.796917,,34.796917,34.797206,0.000289,,,-0.006945,0.007234,0.014179,,
5460,34.797206,,34.797206,34.80444,0.007234,,,0.005342,0.001892,-0.00345,,
5461,34.80444,,34.80444,34.806332,0.001892,,,0.001892,0,-0.001892,,
5462,34.806332,,34.806332,34.806332,0,,,0,0,0,,
5463,34.806332,,34.806332,34.806332,0,,,0,0,0,,
5464,34.806332,,34.806332,34.806332,0,,,-0.000443,0.000443,0.000886,,
5465,34.806332,,34.806332,34.806775,0.000443,,,-0.007204,0.007647,0.014851,,
5466,34.806775,,34.806775,34.814422,0.007647,,,0.006468,0.001179,-0.005289,,
5467,34.814422,,34.814422,34.815601,0.001179,,,-0.000691,0.00187,0.002561,,
5468,34.815601,,34.815601,34.817471,0.00187,,,0.000739,0.001131,0.000392,,
5469,34.817471,,34.817471,34.818602,0.001131,,,0.001131,0,-0.001131,,
5470,34.818602,,34.818602,34.818602,0,,,-5.7E-05,5.7E-05,0.000114,,
5471,34.818602,,34.818602,34.818659,5.7E-05,,,-0.004011,0.004068,0.008079,,
5472,34.818659,,34.818659,34.822727,0.004068,,,0.004068,0,-0.004068,,
5473,34.822727,,34.822727,34.822727,0,,,0,0,0,,
5474,34.822727,,34.822727,34.822727,0,,,0,0,0,,
5475,34.822727,,34.822727,34.822727,0,,,-0.009797,0.009797,0.019594,,
5476,34.822727,,34.822727,34.832524,0.009797,,,0.009797,0,-0.009797,,
5477,34.832524,,34.832524,34.832524,0,,,-6.8E-05,6.8E-05,0.000136,,
5478,34.832524,,34.832524,34.832592,6.8E-05,,,3E-05,3.8E-05,8E-06,,
5479,34.832592,,34.832592,34.83263,3.8E-05,,,-0.010069,0.010107,0.020176,,
5480,34.83263,,34.83263,34.842737,0.010107,,,0.008139,0.001968,-0.006171,,
5481,34.842737,,34.842737,34.844705,0.001968,,,0.001745,0.000223,-0.001522,,
5482,34.844705,,34.844705,34.844928,0.000223,,,6.6E-05,0.000157,9.1E-05,,
5483,34.844928,,34.844928,34.845085,0.000157,,,-0.02359,0.023747,0.047337,,
5484,34.845085,,34.845085,34.868832,0.023747,,,0.021432,0.002315,-0.019117,,
5485,34.868832,,34.868832,34.871147,0.002315,,,0.002315,0,-0.002315,,
5486,34.871147,,34.871147,34.871147,0,,,-3.4E-05,3.4E-05,6.8E-05,,
5487,34.871147,,34.871147,34.871181,3.4E-05,,,-2.6E-05,6E-05,8.6E-05,,
5488,34.871181,,34.871181,34.871241,6E-05,,,-0.005085,0.005145,0.01023,,
5489,34.871241,,34.871241,34.876386,0.005145,,,-0.001056,0.006201,0.007257,,
5490,34.876386,,34.876386,34.882587,0.006201,,,0.006201,0,-0.006201,,
5491,34.882587,,34.882587,34.882587,0,,,-6.9E-05,6.9E-05,0.000138,,
5492,34.882587,,34.882587,34.882656,6.9E-05,,,-3.7E-05,0.000106,0.000143,,
5493,34.882656,,34.882656,34.882762,0.000106,,,-0.00025,0.000356,0.000606,,
5494,34.882762,,34.882762,34.883118,0.000356,,,0.0003,5.6E-05,-0.000244,,
5495,34.883118,,34.883118,34.883174,5.6E-05,,,-0.001726,0.001782,0.003508,,
5496,34.883174,,34.883174,34.884956,0.001782,,,0.001432,0.00035,-0.001082,,
5497,34.884956,,34.884956,34.885306,0.00035,,,0.000256,9.4E-05,-0.000162,,
5498,34.885306,,34.885306,34.8854,9.4E-05,,,-0.002592,0.002686,0.005278,,
5499,34.8854,,34.8854,34.888086,0.002686,,,0.002686,0,-0.002686,,
5500,34.888086,,34.888086,34.888086,0,,,0,0,0,,
5501,34.888086,,34.888086,34.888086,0,,,0,0,0,,
5502,34.888086,,34.888086,34.888086,0,,,0,0,0,,
5503,34.888086,,34.888086,34.888086,0,,,0,0,0,,
5504,34.888086,,34.888086,34.888086,0,,,0,0,0,,
5505,34.888086,,34.888086,34.888086,0,,,0,0,0,,
5506,34.888086,,34.888086,34.888086,0,,,0,0,0,,
5507,34.888086,,34.888086,34.888086,0,,,-0.000114,0.000114,0.000228,,
5508,34.888086,,34.888086,34.8882,0.000114,,,-0.000385,0.000499,0.000884,,
5509,34.8882,,34.8882,34.888699,0.000499,,,0.000499,0,-0.000499,,
5510,34.888699,,34.888699,34.888699,0,,,-5.8E-05,5.8E-05,0.000116,,
5511,34.888699,,34.888699,34.888757,5.8E-05,,,-0.00129,0.001348,0.002638,,
5512,34.888757,,34.888757,34.890105,0.001348,,,0.001348,0,-0.001348,,
5513,34.890105,,34.890105,34.890105,0,,,0,0,0,,
5514,34.890105,,34.890105,34.890105,0,,,0,0,0,,
5515,34.890105,,34.890105,34.890105,0,,,-4.7E-05,4.7E-05,9.4E-05,,
5516,34.890105,,34.890105,34.890152,4.7E-05,,,-0.002754,0.002801,0.005555,,
5517,34.890152,,34.890152,34.892953,0.002801,,,0.002801,0,-0.002801,,
5518,34.892953,,34.892953,34.892953,0,,,0,0,0,,
5519,34.892953,,34.892953,34.892953,0,,,0,0,0,,
5520,34.892953,,34.892953,34.892953,0,,,0,0,0,,
5521,34.892953,,34.892953,34.892953,0,,,0,0,0,,
5522,34.892953,,34.892953,34.892953,0,,,0,0,0,,
5523,34.892953,,34.892953,34.892953,0,,,0,0,0,,
5524,34.892953,,34.892953,34.892953,0,,,0,0,0,,
5525,34.892953,,34.892953,34.892953,0,,,-8.4E-05,8.4E-05,0.000168,,
5526,34.892953,,34.892953,34.893037,8.4E-05,,,-0.000611,0.000695,0.001306,,
5527,34.893037,,34.893037,34.893732,0.000695,,,0.000695,0,-0.000695,,
5528,34.893732,,34.893732,34.893732,0,,,0,0,0,,
5529,34.893732,,34.893732,34.893732,0,,,0,0,0,,
5530,34.893732,,34.893732,34.893732,0,,,-4.4E-05,4.4E-05,8.8E-05,,
5531,34.893732,,34.893732,34.893776,4.4E-05,,,-0.006014,0.006058,0.012072,,
5532,34.893776,,34.893776,34.899834,0.006058,,,0.006058,0,-0.006058,,
5533,34.899834,,34.899834,34.899834,0,,,0,0,0,,
5534,34.899834,,34.899834,34.899834,0,,,0,0,0,,
5535,34.899834,,34.899834,34.899834,0,,,0,0,0,,
5536,34.899834,,34.899834,34.899834,0,,,0,0,0,,
5537,34.899834,,34.899834,34.899834,0,,,0,0,0,,
5538,34.899834,,34.899834,34.899834,0,,,0,0,0,,
5539,34.899834,,34.899834,34.899834,0,,,-0.000113,0.000113,0.000226,,
5540,34.899834,,34.899834,34.899947,0.000113,,,-0.006561,0.006674,0.013235,,
5541,34.899947,,34.899947,34.906621,0.006674,,,0.006674,0,-0.006674,,
5542,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5543,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5544,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5545,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5546,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5547,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5548,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5549,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5550,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5551,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5552,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5553,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5554,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5555,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5556,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5557,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5558,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5559,34.906621,,34.906621,34.906621,0,,,0,0,0,,
5560,34.906621,,34.906621,34.906621,0,,,-0.00015,0.00015,0.0003,,
5561,34.906621,,34.906621,34.906771,0.00015,,,7.4E-05,7.6E-05,2E-06,,
5562,34.906771,,34.906771,34.906847,7.6E-05,,,-0.000113,0.000189,0.000302,,
5563,34.906847,,34.906847,34.907036,0.000189,,,-0.005152,0.005341,0.010493,,
5564,34.907036,,34.907036,34.912377,0.005341,,,0.005341,0,-0.005341,,
5565,34.912377,,34.912377,34.912377,0,,,0,0,0,,
5566,34.912377,,34.912377,34.912377,0,,,-9.9E-05,9.9E-05,0.000198,,
5567,34.912377,,34.912377,34.912476,9.9E-05,,,-5.6E-05,0.000155,0.000211,,
5568,34.912476,,34.912476,34.912631,0.000155,,,-0.009998,0.010153,0.020151,,
5569,34.912631,,34.912631,34.922784,0.010153,,,0.010153,0,-0.010153,,
5570,34.922784,,34.922784,34.922784,0,,,-0.001373,0.001373,0.002746,,
5571,34.922784,,34.922784,34.924157,0.001373,,,-0.020034,0.021407,0.041441,,
5572,34.924157,,34.924157,34.945564,0.021407,,,0.02072,0.000687,-0.020033,,
5573,34.945564,,34.945564,34.946251,0.000687,,,0.000687,0,-0.000687,,
5574,34.946251,,34.946251,34.946251,0,,,-0.009007,0.009007,0.018014,,
5575,34.946251,,34.946251,34.955258,0.009007,,,-0.000557,0.009564,0.010121,,
5576,34.955258,,34.955258,34.964822,0.009564,,,0.009564,0,-0.009564,,
5577,34.964822,,34.964822,34.964822,0,,,0,0,0,,
5578,34.964822,,34.964822,34.964822,0,,,-0.000382,0.000382,0.000764,,
5579,34.964822,,34.964822,34.965204,0.000382,,,-0.000477,0.000859,0.001336,,
5580,34.965204,,34.965204,34.966063,0.000859,,,-0.005749,0.006608,0.012357,,
5581,34.966063,,34.966063,34.972671,0.006608,,,0.001803,0.004805,0.003002,,
5582,34.972671,,34.972671,34.977476,0.004805,,,0.004539,0.000266,-0.004273,,
5583,34.977476,,34.977476,34.977742,0.000266,,,-0.000181,0.000447,0.000628,,
5584,34.977742,,34.977742,34.978189,0.000447,,,-0.007267,0.007714,0.014981,,
5585,34.978189,,34.978189,34.985903,0.007714,,,0.007613,0.000101,-0.007512,,
5586,34.985903,,34.985903,34.986004,0.000101,,,-0.000471,0.000572,0.001043,,
5587,34.986004,,34.986004,34.986576,0.000572,,,-0.019497,0.020069,0.039566,,
5588,34.986576,,34.986576,35.006645,0.020069,,,0.019384,0.000685,-0.018699,,
5589,35.006645,,35.006645,35.00733,0.000685,,,0.000685,0,-0.000685,,
5590,35.00733,,35.00733,35.00733,0,,,-4.8E-05,4.8E-05,9.6E-05,,
5591,35.00733,,35.00733,35.007378,4.8E-05,,,-0.000715,0.000763,0.001478,,
5592,35.007378,,35.007378,35.008141,0.000763,,,0.000763,0,-0.000763,,
5593,35.008141,,35.008141,35.008141,0,,,-4.5E-05,4.5E-05,9E-05,,
5594,35.008141,,35.008141,35.008186,4.5E-05,,,-0.002605,0.00265,0.005255,,
5595,35.008186,,35.008186,35.010836,0.00265,,,0.00265,0,-0.00265,,
5596,35.010836,,35.010836,35.010836,0,,,0,0,0,,
5597,35.010836,,35.010836,35.010836,0,,,-0.000289,0.000289,0.000578,,
5598,35.010836,,35.010836,35.011125,0.000289,,,-0.011311,0.0116,0.022911,,
5599,35.011125,,35.011125,35.022725,0.0116,,,0.0116,0,-0.0116,,
5600,35.022725,,35.022725,35.022725,0,,,-0.000396,0.000396,0.000792,,
5601,35.022725,,35.022725,35.023121,0.000396,,,-0.000178,0.000574,0.000752,,
5602,35.023121,,35.023121,35.023695,0.000574,,,-0.000809,0.001383,0.002192,,
5603,35.023695,,35.023695,35.025078,0.001383,,,-0.028008,0.029391,0.057399,,
5604,35.025078,,35.025078,35.054469,0.029391,,,0.020431,0.00896,-0.011471,,
5605,35.054469,,35.054469,35.063429,0.00896,,,-0.004162,0.013122,0.017284,,
5606,35.063429,,35.063429,35.076551,0.013122,,,0.013122,0,-0.013122,,
5607,35.076551,,35.076551,35.076551,0,,,-0.000311,0.000311,0.000622,,
5608,35.076551,,35.076551,35.076862,0.000311,,,-0.005444,0.005755,0.011199,,
5609,35.076862,,35.076862,35.082617,0.005755,,,0.003912,0.001843,-0.002069,,
5610,35.082617,,35.082617,35.08446,0.001843,,,0.001843,0,-0.001843,,
5611,35.08446,,35.08446,35.08446,0,,,0,0,0,,
5612,35.08446,,35.08446,35.08446,0,,,-6E-05,6E-05,0.00012,,
5613,35.08446,,35.08446,35.08452,6E-05,,,-0.000184,0.000244,0.000428,,
5614,35.08452,,35.08452,35.084764,0.000244,,,1.4E-05,0.00023,0.000216,,
5615,35.084764,,35.084764,35.084994,0.00023,,,0.00023,0,-0.00023,,
5616,35.084994,,35.084994,35.084994,0,,,-3.3E-05,3.3E-05,6.6E-05,,
5617,35.084994,,35.084994,35.085027,3.3E-05,,,-0.000675,0.000708,0.001383,,
5618,35.085027,,35.085027,35.085735,0.000708,,,0.000708,0,-0.000708,,
5619,35.085735,,35.085735,35.085735,0,,,-6.5E-05,6.5E-05,0.00013,,
5620,35.085735,,35.085735,35.0858,6.5E-05,,,-0.000643,0.000708,0.001351,,
5621,35.0858,,35.0858,35.086508,0.000708,,,0.000708,0,-0.000708,,
5622,35.086508,,35.086508,35.086508,0,,,-2.9E-05,2.9E-05,5.8E-05,,
5623,35.086508,,35.086508,35.086537,2.9E-05,,,-0.000491,0.00052,0.001011,,
5624,35.086537,,35.086537,35.087057,0.00052,,,0.00052,0,-0.00052,,
5625,35.087057,,35.087057,35.087057,0,,,-2.5E-05,2.5E-05,5E-05,,
5626,35.087057,,35.087057,35.087082,2.5E-05,,,-0.001533,0.001558,0.003091,,
5627,35.087082,,35.087082,35.08864,0.001558,,,0.001558,0,-0.001558,,
5628,35.08864,,35.08864,35.08864,0,,,0,0,0,,
5629,35.08864,,35.08864,35.08864,0,,,-3.2E-05,3.2E-05,6.4E-05,,
5630,35.08864,,35.08864,35.088672,3.2E-05,,,-0.014226,0.014258,0.028484,,
5631,35.088672,,35.088672,35.10293,0.014258,,,0.014258,0,-0.014258,,
5632,35.10293,,35.10293,35.10293,0,,,-5.4E-05,5.4E-05,0.000108,,
5633,35.10293,,35.10293,35.102984,5.4E-05,,,-0.011787,0.011841,0.023628,,
5634,35.102984,,35.102984,35.114825,0.011841,,,-0.00576,0.017601,0.023361,,
5635,35.114825,,35.114825,35.132426,0.017601,,,-0.005626,0.023227,0.028853,,
5636,35.132426,,35.132426,35.155653,0.023227,,,-0.01749,0.040717,0.058207,,
5637,35.155653,,35.155653,35.19637,0.040717,,,0.034601,0.006116,-0.028485,,
5638,35.19637,,35.19637,35.202486,0.006116,,,-0.038886,0.045002,0.083888,,
5639,35.202486,,35.202486,35.247488,0.045002,,,0.024708,0.020294,-0.004414,,
5640,35.247488,,35.247488,35.267782,0.020294,,,-0.019732,0.040026,0.059758,,
5641,35.267782,,35.267782,35.307808,0.040026,,,0.034855,0.005171,-0.029684,,
5642,35.307808,,35.307808,35.312979,0.005171,,,-0.034997,0.040168,0.075165,,
5643,35.312979,,35.312979,35.353147,0.040168,,,0.040168,0,-0.040168,,
5644,35.353147,,35.353147,35.353147,0,,,-5.8E-05,5.8E-05,0.000116,,
5645,35.353147,,35.353147,35.353205,5.8E-05,,,-0.019395,0.019453,0.038848,,
5646,35.353205,,35.353205,35.372658,0.019453,,,0.019453,0,-0.019453,,
5647,35.372658,,35.372658,35.372658,0,,,0,0,0,,
5648,35.372658,,35.372658,35.372658,0,,,-5.9E-05,5.9E-05,0.000118,,
5649,35.372658,,35.372658,35.372717,5.9E-05,,,-0.400946,0.401005,0.801951,,
5650,35.372717,,35.372717,35.773722,0.401005,,,0.357141,0.043864,-0.313277,,
5651,35.773722,,35.773722,35.817586,0.043864,,,0.039891,0.003973,-0.035918,,
5652,35.817586,,35.817586,35.821559,0.003973,,,0.003973,0,-0.003973,,
5653,35.821559,,35.821559,35.821559,0,,,-9.7E-05,9.7E-05,0.000194,,
5654,35.821559,,35.821559,35.821656,9.7E-05,,,-0.000366,0.000463,0.000829,,
5655,35.821656,,35.821656,35.822119,0.000463,,,0.000463,0,-0.000463,,
5656,35.822119,,35.822119,35.822119,0,,,-5.8E-05,5.8E-05,0.000116,,
5657,35.822119,,35.822119,35.822177,5.8E-05,,,-0.000615,0.000673,0.001288,,
5658,35.822177,,35.822177,35.82285,0.000673,,,0.000673,0,-0.000673,,
5659,35.82285,,35.82285,35.82285,0,,,-5.8E-05,5.8E-05,0.000116,,
5660,35.82285,,35.82285,35.822908,5.8E-05,,,-0.000857,0.000915,0.001772,,
5661,35.822908,,35.822908,35.823823,0.000915,,,0.000915,0,-0.000915,,
5662,35.823823,,35.823823,35.823823,0,,,-4.3E-05,4.3E-05,8.6E-05,,
5663,35.823823,,35.823823,35.823866,4.3E-05,,,-0.000501,0.000544,0.001045,,
5664,35.823866,,35.823866,35.82441,0.000544,,,0.000544,0,-0.000544,,
5665,35.82441,,35.82441,35.82441,0,,,-4.9E-05,4.9E-05,9.8E-05,,
5666,35.82441,,35.82441,35.824459,4.9E-05,,,-0.000665,0.000714,0.001379,,
5667,35.824459,,35.824459,35.825173,0.000714,,,0.000714,0,-0.000714,,
5668,35.825173,,35.825173,35.825173,0,,,0,0,0,,
5669,35.825173,,35.825173,35.825173,0,,,-4.8E-05,4.8E-05,9.6E-05,,
5670,35.825173,,35.825173,35.825221,4.8E-05,,,-0.000419,0.000467,0.000886,,
5671,35.825221,,35.825221,35.825688,0.000467,,,0.000467,0,-0.000467,,
5672,35.825688,,35.825688,35.825688,0,,,-8.1E-05,8.1E-05,0.000162,,
5673,35.825688,,35.825688,35.825769,8.1E-05,,,1.2E-05,6.9E-05,5.7E-05,,
5674,35.825769,,35.825769,35.825838,6.9E-05,,,-0.001642,0.001711,0.003353,,
5675,35.825838,,35.825838,35.827549,0.001711,,,0.001711,0,-0.001711,,
5676,35.827549,,35.827549,35.827549,0,,,-6.1E-05,6.1E-05,0.000122,,
5677,35.827549,,35.827549,35.82761,6.1E-05,,,-0.000152,0.000213,0.000365,,
5678,35.82761,,35.82761,35.827823,0.000213,,,0.000213,0,-0.000213,,
5679,35.827823,,35.827823,35.827823,0,,,-4.9E-05,4.9E-05,9.8E-05,,
5680,35.827823,,35.827823,35.827872,4.9E-05,,,-0.001739,0.001788,0.003527,,
5681,35.827872,,35.827872,35.82966,0.001788,,,0.001788,0,-0.001788,,
5682,35.82966,,35.82966,35.82966,0,,,0,0,0,,
5683,35.82966,,35.82966,35.82966,0,,,0,0,0,,
5684,35.82966,,35.82966,35.82966,0,,,0,0,0,,
5685,35.82966,,35.82966,35.82966,0,,,0,0,0,,
5686,35.82966,,35.82966,35.82966,0,,,0,0,0,,
5687,35.82966,,35.82966,35.82966,0,,,0,0,0,,
5688,35.82966,,35.82966,35.82966,0,,,-8.2E-05,8.2E-05,0.000164,,
5689,35.82966,,35.82966,35.829742,8.2E-05,,,-6.3E-05,0.000145,0.000208,,
5690,35.829742,,35.829742,35.829887,0.000145,,,-9.3E-05,0.000238,0.000331,,
5691,35.829887,,35.829887,35.830125,0.000238,,,-0.001392,0.00163,0.003022,,
5692,35.830125,,35.830125,35.831755,0.00163,,,0.00163,0,-0.00163,,
5693,35.831755,,35.831755,35.831755,0,,,0,0,0,,
5694,35.831755,,35.831755,35.831755,0,,,0,0,0,,
5695,35.831755,,35.831755,35.831755,0,,,0,0,0,,
5696,35.831755,,35.831755,35.831755,0,,,-7.3E-05,7.3E-05,0.000146,,
5697,35.831755,,35.831755,35.831828,7.3E-05,,,-5.8E-05,0.000131,0.000189,,
5698,35.831828,,35.831828,35.831959,0.000131,,,-0.000905,0.001036,0.001941,,
5699,35.831959,,35.831959,35.832995,0.001036,,,0.001036,0,-0.001036,,
5700,35.832995,,35.832995,35.832995,0,,,0,0,0,,
5701,35.832995,,35.832995,35.832995,0,,,0,0,0,,
5702,35.832995,,35.832995,35.832995,0,,,0,0,0,,
5703,35.832995,,35.832995,35.832995,0,,,0,0,0,,
5704,35.832995,,35.832995,35.832995,0,,,-7.9E-05,7.9E-05,0.000158,,
5705,35.832995,,35.832995,35.833074,7.9E-05,,,-0.001494,0.001573,0.003067,,
5706,35.833074,,35.833074,35.834647,0.001573,,,0.001573,0,-0.001573,,
5707,35.834647,,35.834647,35.834647,0,,,0,0,0,,
5708,35.834647,,35.834647,35.834647,0,,,0,0,0,,
5709,35.834647,,35.834647,35.834647,0,,,0,0,0,,
5710,35.834647,,35.834647,35.834647,0,,,0,0,0,,
5711,35.834647,,35.834647,35.834647,0,,,0,0,0,,
5712,35.834647,,35.834647,35.834647,0,,,-9.7E-05,9.7E-05,0.000194,,
5713,35.834647,,35.834647,35.834744,9.7E-05,,,-0.00307,0.003167,0.006237,,
5714,35.834744,,35.834744,35.837911,0.003167,,,0.00271,0.000457,-0.002253,,
5715,35.837911,,35.837911,35.838368,0.000457,,,0.000336,0.000121,-0.000215,,
5716,35.838368,,35.838368,35.838489,0.000121,,,-0.004155,0.004276,0.008431,,
5717,35.838489,,35.838489,35.842765,0.004276,,,0.004276,0,-0.004276,,
5718,35.842765,,35.842765,35.842765,0,,,0,0,0,,
5719,35.842765,,35.842765,35.842765,0,,,0,0,0,,
5720,35.842765,,35.842765,35.842765,0,,,0,0,0,,
5721,35.842765,,35.842765,35.842765,0,,,0,0,0,,
5722,35.842765,,35.842765,35.842765,0,,,0,0,0,,
5723,35.842765,,35.842765,35.842765,0,,,0,0,0,,
5724,35.842765,,35.842765,35.842765,0,,,0,0,0,,
5725,35.842765,,35.842765,35.842765,0,,,-7.9E-05,7.9E-05,0.000158,,
5726,35.842765,,35.842765,35.842844,7.9E-05,,,-0.002366,0.002445,0.004811,,
5727,35.842844,,35.842844,35.845289,0.002445,,,0.002445,0,-0.002445,,
5728,35.845289,,35.845289,35.845289,0,,,0,0,0,,
5729,35.845289,,35.845289,35.845289,0,,,0,0,0,,
5730,35.845289,,35.845289,35.845289,0,,,0,0,0,,
5731,35.845289,,35.845289,35.845289,0,,,0,0,0,,
5732,35.845289,,35.845289,35.845289,0,,,0,0,0,,
5733,35.845289,,35.845289,35.845289,0,,,0,0,0,,
5734,35.845289,,35.845289,35.845289,0,,,0,0,0,,
